Image,Latitude,Longitude,Altitude,Direction,Time
Photo.jpg,52.05867909972222,-1.3410732997222221,165.3724975, ,2024:01:20 09:26:28
IMG_7520.jpeg,52.058575,-1.3412166666666665,109.40286244367877,318.47189349112426,2023:10:10 21:24:19
IMG_2179.jpeg,52.0586,-1.341286111111111,109.64352797060025,198.20337682271682,2024:01:20 14:18:37
